year;url;name;bold_colors;main_color;typo;busy;picture;pattern;color_block;size;centered;swiss;newspapperlayout;colorful
1999;url(./Img/99_post.png);99_post.png;true;white;true;true;false;false;true;small;false;true;false;true
1999;url(./Img/99_sbb.png);99_sbb.png;true;white;true;true;false;false;true;small;false;true;false;true
1999;url(./Img/99_whitney.png);99_whitney.png;true;blue;true;true;true;false;true;small;false;false;false;true
1999;url(./Img/99_post.png);99_yahoo.png;true;white;true;true;false;false;false;small;false;false;true;true
2000;url(./Img/2000_adobe.png);2000_adobe.png;true;white;true;true;false;false;false;small;false;false;false;false
2000;url(./Img/2000_amazon.png);2000_amazon.png;true;white;true;true;false;false;false;small;false;false;true;false
2000;url(./Img/2000_amazon.png);2000_annabelle.png;true;white;true;true;false;false;true;small;false;true;true;true
2000;url(./Img/2000_coop.png);2000_coop.png;true;white;true;false;false;false;true;small;false;true;true;false
2000;url(./Img/2000_Google.png);2000_Google.png;true;white;true;false;false;false;true;small;false;false;true;false
2000;url(./Img/2000_mc_donald.png);2000_mc_donald.png;true;white;true;true;true;false;true;small;false;false;true;false
2000;url(./Img/2000_Mtv.png);2000_Mtv.png;true;white;true;true;true;false;false;small;false;false;true;false
2000;url(./Img/2000_newyorker.png);2000_newyorker.png;true;white;true;true;true;false;true;small;false;false;false;true
2000;url(./Img/2000_nike.png);2000_nike.png;true;black;true;true;true;false;false;small;true;false;false;false
2000;url(./Img/2000_sbb.png;2000_sbb.png;true;white;true;true;false;false;true;small;false;true;false;false
2000;url(./Img/2000_vitra.png);2000_vitra.png;true;green;true;false;false;false;true;small;false;false;false;true
2001;url(./Img/2001_adobe.png);2001_adobe.png;true;white;true;false;true;false;false;small;false;false;false;false
2001;url(./Img/2001_Apple.png);2001_Apple.png;false;white;true;false;true;false;false;small;false;false;false;false
2001;url(./Img/2001_Google.png);2001_Google.png;true;white;true;false;true;false;false;small;false;false;false;true
2001;url(./Img/2001_Moma.png);2001_Moma.png;true;blue;true;false;true;false;true;small;false;false;false;true
2001;url(./Img/2001_mtv.png);2001_mtv.png;true;white;true;false;true;false;true;small;false;false;true;true
2001;url(./Img/2001_nike.png);2001_nike.png;true;grey;true;false;true;false;false;small;true;false;false;false
2001;url(./Img/2001_nzz.png);2001_nzz.png;true;white;true;true;true;false;false;big;false;true;true;false
2002;url(./Img/2002_guggenheim.png);2002_guggenheim.png;false;white;true;true;true;false;false;small;true;false;false;true
2002;url(./Img/2002_ibm.png);2002_ibm.png;false;white;true;true;true;false;false;big;false;false;false;false
2002;url(./Img/2002_mc.png);2002_mc.png;true;red;true;true;true;false;false;small;true;false;false;true
2002;url(./Img/2002_mtv.png);2002_mtv.png;false;grey;true;true;true;false;false;small;false;false;true;false
2002;url(./Img/2002_nike.png);2002_nike.png;true;grey;true;false;true;false;false;small;true;false;false;false
2002;url(./Img/2002_olafur.png);2002_olafur.png;false;grey;true;false;false;false;false;small;false;false;false;false
2002;url(./Img/2002_prada.png);2002_prada.png;false;offwhite;true;false;true;false;true;small;false;false;false;true
2002;url(./Img/2002_sbb.png);2002_sbb.png;true;white;true;true;true;false;true;small;false;true;false;true
2002;url(./Img/2002_swatch.png);2002_swatch.png;true;white;true;true;true;false;false;small;true;true;false;true
2002;url(./Img/2002_swisscom.png);2002_swisscom.png;false;blue;true;true;false;false;false;small;false;true;false;false
2002;url(./Img/2002_whitney.png);2002_whitney.png;true;orange;true;true;true;false;true;small;false;false;false;false
2002;url(./Img/2002_zaha.png);2002_zaha.png;false;white;true;false;true;false;false;small;false;false;false;false
2003;url(./Img/2003_Amazon.png);2003_Amazon.png;false;white;true;true;true;false;false;small;false;false;true;true
2003;url(./Img/2003_interdiscount.png);2003_interdiscount.png;true;red;true;true;true;false;true;small;false;true;false;true
2003;url(./Img/2003_kunsthaus.png);2003_kunsthaus.png;false;white;true;false;false;false;true;small;false;true;false;false
2003;url(./Img/2003_Moma.png);2003_Moma.png;false;white;true;false;false;false;true;small;false;false;false;false
2003;url(./Img/2003_srf.png);2003_srf.png;true;white;true;true;true;false;true;small;false;true;false;true
2003;url(./Img/2003_2003_swisscom.png);2003_swisscom.png;false;blue;true;true;true;false;false;small;false;true;false;false
2003;url(./Img/2003_whitney.png);2003_whitney.png;false;white;true;false;true;false;false;small;false;false;false;false
2004;url(./Img/2004_annabelle.png);2004_annabelle.png;true;pink;true;true;true;false;true;small;false;true;false;true
2004;url(./Img/2004_apple.png;2004_apple.png;false;white;true;true;true;false;false;small;false;false;true;false
2004;url(./Img/2004_cola.png);2004_cola.png;true;red;false;true;true;true;true;small;true;false;false;true
2004;url(./Img/2004_interdiscount.png);2004_interdiscount.png;true;red;true;true;true;false;true;small;false;true;false;true
2004;url(./Img/2004_Moma.png);2004_Moma.png;false;white;true;false;false;false;true;small;false;false;false;false
2004;url(./Img/2004_mtv.png);2004_mtv.png;false;grey;true;true;true;false;false;small;false;false;true;false
2004;url(./Img/2004_newyorker.png);2004_newyorker.png;false;grey;true;true;true;false;false;small;false;false;true;true
2004;url(./Img/2004_nike.png);2004_nike.png;true;grey;true;false;true;false;false;small;true;false;false;false
2004;url(./Img/2004_rga.png);2004_rga.png;false;white;false;false;true;false;false;small;true;false;false;false
2004;url(./Img/2004_srf.png);2004_srf.png;true;white;true;true;true;false;true;small;false;true;false;true
2004;url(./Img/2004_st_martin.png);2004_st_martin.png;false;blue;true;true;true;false;false;small;false;false;true;true
2004;url(./Img/2004_swatch.png);2004_swatch.png;false;white;true;true;true;false;false;small;true;true;false;true
2004;url(./Img/2004_swiss.png);2004_swiss.png;false;white;false;false;true;false;true;small;false;true;false;false
2004;url(./Img/2004_vitra_museum.png);2004_vitra_museum.png;true;pink;true;false;false;false;false;small;true;false;false;true
2004;url(./Img/2004_vogue.png);2004_vogue.png;true;red;true;true;true;false;false;small;false;false;false;true
2005;url(./Img/2005_balenciaga.png);2005_balenciaga.png;false;white;true;false;false;false;false;small;true;false;false;false
2005;url(./Img/2005_brizk.png);2005_brizk.png;true;white;true;false;false;false;true;small;false;false;false;false
2005;url(./Img/2005_Jordan.png);2005_Jordan.png;true;white;true;true;true;true;true;small;false;false;false;false
2005;url(./Img/2005_Moma.png);2005_Moma.png;false;white;true;false;false;false;true;small;false;false;false;false
2005;url(./Img/2005_mtv.png);2005_mtv.png;true;grey;true;true;true;true;false;small;false;false;true;true
2005;url(./Img/2005_post.png);2005_post.png;true;white;true;true;true;false;true;small;false;true;false;true
2005;url(./Img/2005_mtv.pngg);2005_sbb.png;false;white;true;true;true;false;true;small;false;true;false;false
2006;url(./Img/2006_amazon.png);2006_amazon.png;true;white;true;true;false;false;false;small;false;false;true;false
2006;url(./Img/2006_annabelle.png);2006_annabelle.png;true;pink;true;true;true;false;true;small;false;true;false;true
2006;url(./Img/2006_ibm.png);2006_ibm.png;false;white;true;true;true;false;false;big;false;false;false;false
2006;url(./Img/2006_olafur.png);2006_olafur.png;false;grey;true;false;false;false;false;small;false;false;false;false
2006;url(./Img/2006_post.png);2006_post.png;true;white;true;true;true;false;true;small;false;true;false;true
2006;url(./Img/2006_annabelle.png);2006_Swisscom.png;false;blue;true;true;true;false;false;small;false;true;false;false
2006;url(./Img/2006_tagesanzeiger.png);2006_tagesanzeiger.png;true;blue;true;true;true;false;true;small;false;true;true;false
2006;url(./Img/2006_vogue.png);2006_vogue.png;true;green;true;true;true;false;true;small;false;false;false;true
2007;url(./Img/2007_Apple.png;2007_Apple.png;false;white;true;true;true;false;false;small;false;false;true;true
2007;url(./Img/2007_cola.png);2007_cola.png;true;white;true;true;true;false;false;small;true;false;false;true
2007;url(./Img/2007_kunsthaus.png);2007_kunsthaus.png;false;white;false;false;true;false;true;small;false;true;false;false
2007;url(./Img/2007_mcdonald.png);2007_mcdonald.png;false;black;true;true;true;false;false;small;true;false;false;true
2007;url(./Img/2007_mtv.png);2007_mtv.png;true;blue;true;true;true;true;false;small;false;false;true;true
2007;url(./Img/2007_st_martin.png);2007_st_martin.png;false;white;true;true;true;false;false;small;false;false;true;true
2007;url(./Img/2007_yahoo.png);2007_yahoo.png;true;white;true;true;false;false;false;small;false;false;true;true
2008;url(./Img/2008_Adobe.png);2008_Adobe.png;true;white;true;true;true;false;false;small;false;false;true;true
2008;url(./Img/2008_amazon.png);2008_amazon.png;true;blue;true;true;false;false;false;big;false;false;true;false
2008;url(./Img/2008_apple.png);2008_apple.png;false;white;true;true;true;false;false;big;false;false;true;false
2008;url(./Img/2008_google.png);2008_google.png;true;white;true;true;false;false;false;small;true;false;true;true
2008;url(./Img/2008_ibm.png);2008_ibm.png;false;white;true;true;true;false;false;big;false;false;false;false
2008;url(./Img/2008_mtv.png);2008_mtv.png;false;grey;true;true;true;true;false;big;false;false;true;true
2008;url(./Img/2008_nzz.png);2008_nzz.png;false;white;true;true;true;false;false;big;false;true;true;false
2008;url(./Img/2008_swisscom.png);2008_swisscom.png;false;white;true;false;true;false;false;big;false;true;true;false
2008;url(./Img/2008_Yale.png);2008_Yale.png;true;blue;true;true;true;true;true;big;false;false;true;true
2009;url(./Img/2009_arte.png);2009_arte.png;true;grey;true;true;true;false;false;big;true;false;true;true
2009;url(./Img/2009_brizk.png);2009_brizk.png;true;black;true;true;true;false;false;big;true;false;true;true
2009;url(./Img/2009_google.png);2009_google.png;false;white;true;true;true;false;false;small;true;false;true;false
2009;url(./Img/2009_Guggenheim.png);2009_Guggenheim.png;true;white;true;false;true;false;false;big;false;true;true;false
2009;url(./Img/2009_Moma.png);2009_Moma.png;true;white;true;false;true;false;false;big;false;true;true;true
2009;url(./Img/2009_mtv.png);2009_mtv.png;true;orange;true;true;true;true;false;big;false;false;true;true
2009;url(./Img/2009_nike.png);2009_nike.png;false;grey;true;false;false;false;false;small;true;false;false;false
2009;url(./Img/2009_swatch.png);2009_swatch.png;true;white;true;false;true;false;false;big;false;true;true;true
2009;url(./Img/2009_Whitney.png);2009_Whitney.png;false;white;true;false;false;false;true;small;false;false;false;false
2009;url(./Img/2009_Yale.png);2009_Yale.png;true;blue;true;true;true;true;true;big;false;false;true;true
2010;url(./Img/2010_adobe.png);2010_adobe.png;false;grey;true;true;true;false;false;big;false;false;true;false
2010;url(./Img/2010_Apple.png);2010_Apple.png;false;white;true;true;true;false;false;big;false;false;true;false
2010;url(./Img/2010_britney.png);2010_britney.png;true;blue;true;true;true;true;true;big;false;false;true;true
2010;url(./Img/2010_cola.png);2010_cola.png;true;white;true;true;true;false;false;small;true;false;false;true
2010;url(./Img/2010_guggenheim.png);2010_guggenheim.png;false;white;true;false;false;false;true;small;false;false;false;false
2010;url(./Img/2010_mc.png);2010_mc.png;true;blue;true;true;true;true;true;big;false;false;true;true
2010;url(./Img/2010_Moma.png);2010_Moma.png;false;white;true;false;false;false;false;small;true;false;false;false
2010;url(./Img/2010_nike.png);2010_nike.png;false;white;true;false;false;false;false;small;true;false;false;false
2010;url(./Img/2010_olafur.png);2010_olafur.png;;;;;;;;;;;;
2010;url(./Img/2010_post.png);2010_post.png;;;;;;;;;;;;
2010;url(./Img/2010_swatch.png);2010_swatch.png;;;;;;;;;;;;
2010;url(./Img/2010_swisscom.png);2010_swisscom.png;;;;;;;;;;;;
2010;url(./Img/2010_whitney.png);2010_whitney.png;;;;;;;;;;;;
2010;url(./Img/2010_yahoo.png);2010_yahoo.png;;;;;;;;;;;;
2011;url(./Img/2011_Apple.png);2011_Apple.png;;;;;;;;;;;;
2011;url(./Img/2011_brizk.png);2011_brizk.png;;;;;;;;;;;;
2011;url(./Img/2011_mtv.png;2011_mtv.png;;;;;;;;;;;;
2011;url(./Img/2011_Apple.png);2011_post.png;;;;;;;;;;;;
2011;url(./Img/2011_Apple.png);2011_rally_agentur.png;;;;;;;;;;;;
2011;;2011_sbb.png;;;;;;;;;;;;
2011;;2011_St_martin.png;;;;;;;;;;;;
2011;;2011_zaha.png;;;;;;;;;;;;
2012;;2011-mtv.png;;;;;;;;;;;;
2012;;2012_adobe.png;;;;;;;;;;;;
2012;;2012_amazon.png;;;;;;;;;;;;
2012;;2012_Apple.png;;;;;;;;;;;;
2012;;2012_arte.png;;;;;;;;;;;;
2012;;2012_brizk.png;;;;;;;;;;;;
2012;;2012_guggenheim.png;;;;;;;;;;;;
2012;;2012_kunsthaus.png;;;;;;;;;;;;
2012;;2012_Moma.png;;;;;;;;;;;;
2012;;2012_nike.png;;;;;;;;;;;;
2012;;2012_st_martin.png;;;;;;;;;;;;
2012;;2012_swatch.png;;;;;;;;;;;;
2012;;2012_Swisscom.png;;;;;;;;;;;;
2012;;2012_zaha.png;;;;;;;;;;;;
2013;;2013_amazon.png;;;;;;;;;;;;
2013;;2013_annabelle.png;;;;;;;;;;;;
2013;;2013_Apple.png;;;;;;;;;;;;
2013;;2013_arte.png;;;;;;;;;;;;
2013;;2013_mc.png;;;;;;;;;;;;
2013;;2013_mtv.png;;;;;;;;;;;;
2013;;2013_nzz.png;;;;;;;;;;;;
2013;;2013_refikanadol.png;;;;;;;;;;;;
2013;;2013_sbb.png;;;;;;;;;;;;
2013;;2013_srf.png;;;;;;;;;;;;
2013;;2013_swisscom.png;;;;;;;;;;;;
2013;;2013_Whitney.png;;;;;;;;;;;;
2014;;2014_adobe.png;;;;;;;;;;;;
2014;;2014_amazon.png;;;;;;;;;;;;
2014;;2014_Apple.png;;;;;;;;;;;;
2014;;2014_balenciaga.png;;;;;;;;;;;;
2014;;2014_Moma.png;;;;;;;;;;;;
2014;;2014_nike.png;;;;;;;;;;;;
2014;;2014_olafur.png;;;;;;;;;;;;
2014;;2014_sbb.png;;;;;;;;;;;;
2014;;2014_srf.png;;;;;;;;;;;;
2014;;2014_swatch.png;;;;;;;;;;;;
2014;;2014_vitra.png;;;;;;;;;;;;
2014;;2014_yahoo.png;;;;;;;;;;;;
2014;;2014_zaha.png;;;;;;;;;;;;
2015;;2015_amazon.png;;;;;;;;;;;;
2015;;2015_annabelle.png;;;;;;;;;;;;
2015;;2015_Apple.png;;;;;;;;;;;;
2015;;2015_arte.png;;;;;;;;;;;;
2015;;2015_balenciaga.png;;;;;;;;;;;;
2015;;2015_Moma.png;;;;;;;;;;;;
2015;;2015_Mtv.png;;;;;;;;;;;;
2015;;2015_nike.png;;;;;;;;;;;;
2015;;2015_post.png;;;;;;;;;;;;
2015;;2015_srf.png;;;;;;;;;;;;
2015;;2015_swatch.png;;;;;;;;;;;;
2015;;2015_vogue.png;;;;;;;;;;;;
2016;;2016_amazon.png;;;;;;;;;;;;
2016;;2016_annabelle.png;;;;;;;;;;;;
2016;;2016_google.png;;;;;;;;;;;;
2016;;2016_guggenheim.png;;;;;;;;;;;;
2016;;2016_mtv.png;;;;;;;;;;;;
2016;;2016_nike.png;;;;;;;;;;;;
2016;;2016_nzz.png;;;;;;;;;;;;
2016;;2016_olafur.png;;;;;;;;;;;;
2016;;2016_srf.png;;;;;;;;;;;;
2016;;2016_swisscom.png;;;;;;;;;;;;
2016;;2016_Vitra.png;;;;;;;;;;;;
2016;;2016_yagoo.png;;;;;;;;;;;;
2017;;2017_Apple.png;;;;;;;;;;;;
2017;;2017_cola.png;;;;;;;;;;;;
2017;;2017_google.png;;;;;;;;;;;;
2017;;2017_Moma.png;;;;;;;;;;;;
2017;;2017_nike.png;;;;;;;;;;;;
2017;;2017_olafur.png;;;;;;;;;;;;
2017;;2017_post.png;;;;;;;;;;;;
2017;;2017_rally_agentur.png;;;;;;;;;;;;
2017;;2017_refikanadol.png;;;;;;;;;;;;
2017;;2017_sbb.png;;;;;;;;;;;;
2017;;2017_srf.png;;;;;;;;;;;;
2017;;2017_swatch.png;;;;;;;;;;;;
2017;;2017_vitra.png;;;;;;;;;;;;
2017;;2017_vogue.png;;;;;;;;;;;;
2018;;2018_amazon.png;;;;;;;;;;;;
2018;;2018_annabelle.png;;;;;;;;;;;;
2018;;2018_Moma.png;;;;;;;;;;;;
2018;;2018_Mtv.png;;;;;;;;;;;;
2018;;2018_nike.png;;;;;;;;;;;;
2018;;2018_nzz.png;;;;;;;;;;;;
2018;;2018_olafur.png;;;;;;;;;;;;
2018;;2018_srf.png;;;;;;;;;;;;
2018;;2018_swatch.png;;;;;;;;;;;;
2018;;2018_vitra.png;;;;;;;;;;;;
2018;;2018_whitney.png;;;;;;;;;;;;
2019;;2019_amazon.png;;;;;;;;;;;;
2019;;2019_annabelle.png;;;;;;;;;;;;
2019;;2019_Apple.png;;;;;;;;;;;;
2019;;2019_guggenheim.png;;;;;;;;;;;;
2019;;2019_kunsthaus.png;;;;;;;;;;;;
2019;;2019_Moma.png;;;;;;;;;;;;
2019;;2019_nike.png;;;;;;;;;;;;
2019;;2019_refikanadol.png;;;;;;;;;;;;
2019;;2019_srf.png;;;;;;;;;;;;
2019;;2019_st_martin.png;;;;;;;;;;;;
2019;;2019_swatch.png;;;;;;;;;;;;
2019;;2019_Vitra.png;;;;;;;;;;;;
2019;;2019_whitney.png;;;;;;;;;;;;
2019;;2019_Yale.png;;;;;;;;;;;;
2020;;2020_amazon.png;;;;;;;;;;;;
2020;;2020_Apple.png;;;;;;;;;;;;
2020;;2020_balenciaga.png;;;;;;;;;;;;
2020;;2020_guggenheim.png;;;;;;;;;;;;
2020;;2020_ibm.png;;;;;;;;;;;;
2020;;2020_interdiscount.png;;;;;;;;;;;;
2020;;2020_Kunsthaus.png;;;;;;;;;;;;
2020;;2020_Moma.png;;;;;;;;;;;;
2020;;2020_mtv.png;;;;;;;;;;;;
2020;;2020_nike.png;;;;;;;;;;;;
2020;;2020_Nzz.png;;;;;;;;;;;;
2020;;2020_olafur.png;;;;;;;;;;;;
2020;;2020_post.png;;;;;;;;;;;;
2020;;2020_rally_agentur.png;;;;;;;;;;;;
2020;;2020_St_martin.png;;;;;;;;;;;;
2020;;2020_swatch.png;;;;;;;;;;;;
2020;;2020_swisscom.png;;;;;;;;;;;;
2020;;2020_yahoo.png;;;;;;;;;;;;
2020;;2020_yale.png;;;;;;;;;;;;
